date,semester,rank,team,acronym,total.points,previous.points,diff.points
1998,2,26,Egypt,EGY,54,55,-1
1998,2,29,Zambia,ZAM,53,54,-1
1998,2,29,Saudi Arabia,KSA,53,53,0
1998,2,31,Poland,POL,52,52,0
1998,2,31,Slovakia,SVK,52,52,0
1998,2,31,Jamaica,JAM,52,52,0
1998,2,31,Colombia,COL,52,52,0
1998,2,35,Belgium,BEL,51,52,-1
1998,2,35,Portugal,POR,51,48,3
1998,2,37,China PR,CHN,50,40,10
1998,2,37,Scotland,SCO,50,50,0
1998,2,37,Australia,AUS,50,51,-1
1998,2,40,Russia,RUS,49,49,0
1998,2,40,Cameroon,CMR,49,48,1
1998,2,40,United Arab Emirates,UAE,49,47,2
1998,2,43,Israel,ISR,48,49,-1
1998,2,43,Côte d'Ivoire,CIV,48,47,1
1998,2,43,Thailand,THA,48,44,4
1998,2,46,Hungary,HUN,47,46,1
1998,2,47,Ukraine,UKR,46,46,0
1998,2,47,Ghana,GHA,46,45,1
1998,2,49,Bulgaria,BUL,45,46,-1
1998,2,49,Angola,ANG,45,45,0
1998,2,49,Trinidad and Tobago,TRI,45,45,0
1998,2,52,Georgia,GEO,44,43,1
1998,2,52,Greece,GRE,44,43,1
1998,2,52,Lithuania,LTU,44,42,2
1998,2,55,Finland,FIN,43,43,0
1998,2,55,Republic of Ireland,IRL,43,42,1
1998,2,57,Turkey,TUR,42,43,-1
1998,2,57,Oman,OMA,42,39,3
1998,2,57,FYR Macedonia,MKD,42,41,1
1998,2,60,Qatar,QAT,41,38,3
1998,2,60,Bolivia,BOL,41,41,0
1998,2,60,Zaire,ZAI,41,41,0
1998,2,60,Ecuador,ECU,41,41,0
1998,2,60,Iceland,ISL,41,41,0
1998,2,60,Nigeria,NGA,41,41,0
1998,2,66,Uzbekistan,UZB,40,28,12
1998,2,66,Costa Rica,CRC,40,40,0
1998,2,66,Togo,TOG,40,39,1
1998,2,66,Namibia,NAM,40,40,0
1998,2,66,Mali,MLI,40,43,-3
1998,2,66,Algeria,ALG,40,41,-1
1998,2,66,Peru,PER,40,40,0
1998,2,73,Guatemala,GUA,39,36,3
1998,2,73,Zimbabwe,ZIM,39,39,0
1998,2,73,Burkina Faso,BFA,39,39,0
1998,2,73,Uruguay,URU,39,45,-6
1998,2,77,Latvia,LVA,38,38,0
1998,2,77,Cyprus,CYP,38,39,-1
1998,2,77,Guinea,GUI,38,40,-2
1998,2,77,Mozambique,MOZ,38,38,0
1998,2,81,Singapore,SGP,37,37,0
1998,2,82,Gabon,GAB,36,36,0
1998,2,83,Switzerland,SUI,35,36,-1
1998,2,83,Syria,SYR,35,34,1
1998,2,83,Lebanon,LBN,35,31,4
1998,2,83,Northern Ireland,NIR,35,34,1
1998,2,83,Indonesia,IDN,35,35,0
1998,2,83,Slovenia,SVN,35,35,0
1998,2,89,Malawi,MWI,34,34,0
1998,2,89,Estonia,EST,34,35,-1
1998,2,91,Honduras,HON,33,31,2
1998,2,91,El Salvador,SLV,33,33,0
1998,2,91,Kenya,KEN,33,33,0
1998,2,91,Iraq,IRQ,33,30,3
1998,2,95,Senegal,SEN,32,37,-5
1998,2,95,Bosnia and Herzegovina,BIH,32,32,0
1998,2,95,Wales,WAL,32,32,0
1998,2,95,Vietnam,VIE,32,31,1
1998,2,99,Azerbaijan,AZE,31,29,2
1998,2,99,Armenia,ARM,31,28,3
1998,2,99,Canada,CAN,31,31,0
1998,2,99,Kazakhstan,KAZ,31,23,8
1998,2,103,New Zealand,NZL,30,30,0
1998,2,103,Belarus,BLR,30,30,0
1998,2,103,Uganda,UGA,30,31,-1
1998,2,103,Albania,ALB,30,28,2
1998,2,103,Cuba,CUB,30,30,0
1998,2,108,Liberia,LBR,29,29,0
1998,2,108,Haiti,HAI,29,29,0
1998,2,110,India,IND,28,20,8
1998,2,110,Sierra Leone,SLE,28,29,-1
1998,2,112,Congo,CGO,27,27,0
1998,2,112,Malaysia,MAS,27,27,0
1998,2,112,Sudan,SDN,27,26,1
1998,2,112,Myanmar,MYA,27,27,0
1998,2,116,Moldova,MDA,25,24,1
1998,2,116,Grenada,GRN,25,25,0
1998,2,116,Tanzania,TAN,25,25,0
1998,2,116,Bahrain,BHR,25,24,1
1998,2,116,Tajikistan,TJK,25,19,6
1998,2,116,Barbados,BRB,25,25,0
1998,2,122,Turkmenistan,TKM,24,13,11
1998,2,123,Tahiti,TAH,23,23,0
1998,2,123,Fiji,FIJ,23,23,0
1998,2,123,Faroe Islands,FRO,23,23,0
1998,2,126,Jordan,JOR,22,22,0
1998,2,126,Benin,BEN,22,21,1
1998,2,128,Solomon Islands,SOL,21,20,1
1998,2,129,Venezuela,VEN,19,19,0
1998,2,129,Malta,MLT,19,19,0
1998,2,131,Panama,PAN,18,18,0
1998,2,131,St. Kitts and Nevis,SKN,18,18,0
1998,2,131,Dominica,DMA,18,18,0
1998,2,134,Sri Lanka,SRI,17,15,2
1998,2,134,Gambia,GAM,17,22,-5
1998,2,134,Hong Kong,HKG,17,15,2
1998,2,137,Antigua and Barbuda,ATG,16,17,-1
1998,2,137,St. Vincent and the Grenadines,VIN,16,17,-1
1998,2,137,St. Lucia,LCA,16,16,0
1998,2,140,Lesotho,LES,15,16,-1
1998,2,140,Burundi,BDI,15,13,2
1998,2,140,Mauritania,MTN,15,17,-2
1998,2,140,Luxembourg,LUX,15,13,2
1998,2,140,Laos,LAO,15,14,1
1998,2,145,Ethiopia,ETH,14,15,-1
1998,2,145,Yemen,YEM,14,14,0
1998,2,145,Libya,LBY,14,14,0
1998,2,148,Mauritius,MRI,13,13,0
1998,2,148,Eswatini,SWZ,13,15,-2
1998,2,148,Madagascar,MAD,13,13,0
1998,2,148,Kyrgyz Republic,KGZ,13,13,0
1998,2,148,Dominican Republic,DOM,13,13,0
1998,2,153,Cayman Islands,CAY,12,13,-1
1998,2,153,Niger,NIG,12,13,-1
1998,2,155,Botswana,BOT,11,11,0
1998,2,155,Bangladesh,BAN,11,11,0
1998,2,155,Korea DPR,PRK,11,4,7
1998,2,155,Liechtenstein,LIE,11,11,0
1998,2,155,Suriname,SUR,11,11,0
1998,2,160,Guyana,GUY,10,10,0
1998,2,161,Cambodia,CAM,9,8,1
1998,2,162,Tonga,TGA,8,8,0
1998,2,162,Samoa,SAM,8,8,0
1998,2,162,Guinea-Bissau,GNB,8,9,-1
1998,2,162,Maldives,MDV,8,6,2
1998,2,162,Cape Verde Islands,CPV,8,9,-1
1998,2,162,Pakistan,PAK,8,8,0
1998,2,168,Chinese Taipei,TPE,7,7,0
1998,2,168,Rwanda,RWA,7,8,-1
1998,2,168,Andorra,AND,7,7,0
1998,2,168,Papua New Guinea,PNG,7,7,0
1998,2,168,Cook Islands,COK,7,7,0
1998,2,168,Macau,MAC,7,7,0
1998,2,174,Philippines,PHI,6,7,-1
1998,2,174,Nepal,NEP,6,6,0
1998,2,174,Vanuatu,VAN,6,6,0
1998,2,177,Chad,CHA,5,5,0
1998,2,177,San Marino,SMR,5,4,1
1998,2,177,Aruba,ARU,5,5,0
1998,2,177,Seychelles,SEY,5,5,0
1998,2,181,Puerto Rico,PUR,3,4,-1
1998,2,181,Brunei Darussalam,BRU,3,3,0
1998,2,181,Palestine,PLE,3,0,3
1998,2,181,Bermuda,BER,3,3,0
1998,2,181,Belize,BLZ,3,3,0
1998,2,186,British Virgin Islands,VGB,2,2,0
1998,2,186,Nicaragua,NCA,2,2,0
1998,2,188,Eritrea,ERI,1,1,0
1998,2,188,Somalia,SOM,1,1,0
1998,2,188,Djibouti,DJI,1,1,0
1998,2,188,Central African Republic,CTA,1,1,0
1998,2,188,American Samoa,ASA,1,1,0
1998,2,188,Sao Tome e Principe,STP,1,1,0
1998,2,194,Equatorial Guinea,EQG,0,1,-1
1998,2,194,Mongolia,MNG,0,0,0
1998,2,194,Anguilla,AIA,0,0,0
1998,2,194,Guam,GUM,0,0,0
1998,1,1,Brazil,BRA,74,72,2
1998,1,2,France,FRA,70,56,14
1998,1,3,Germany,GER,69,65,4
1998,1,4,Croatia,CRO,67,56,11
1998,1,5,Argentina,ARG,65,60,5
1998,1,5,Czech Republic,CZE,65,65,0
1998,1,7,Yugoslavia,YUG,64,59,5
1998,1,7,Netherlands,NED,64,54,10
1998,1,7,Italy,ITA,64,57,7
1998,1,10,England,ENG,63,60,3
1998,1,11,Norway,NOR,62,60,2
1998,1,11,Mexico,MEX,62,61,1
1998,1,13,Romania,ROU,60,55,5
1998,1,13,Spain,ESP,60,56,4
1998,1,15,Chile,CHI,59,59,0
1998,1,15,Morocco,MAR,59,57,2
1998,1,17,Colombia,COL,58,58,0
1998,1,17,Denmark,DEN,58,53,5
1998,1,19,USA,USA,57,58,-1
1998,1,19,Egypt,EGY,57,56,1
1998,1,21,Korea Republic,KOR,55,55,0
1998,1,21,Japan,JPN,55,58,-3
1998,1,21,Austria,AUT,55,52,3
1998,1,21,Zambia,ZAM,55,55,0
1998,1,21,Tunisia,TUN,55,55,0
1998,1,26,Paraguay,PAR,54,52,2
1998,1,27,South Africa,RSA,53,55,-2
1998,1,27,Russia,RUS,53,56,-3
1998,1,27,Jamaica,JAM,53,52,1
1998,1,27,Sweden,SWE,53,53,0
1998,1,31,Belgium,BEL,52,50,2
1998,1,32,Slovakia,SVK,51,49,2
1998,1,32,Saudi Arabia,KSA,51,51,0
1998,1,34,Bulgaria,BUL,50,50,0
1998,1,34,Uruguay,URU,50,50,0
1998,1,36,Scotland,SCO,49,48,1
1998,1,37,IR Iran,IRN,48,48,0
1998,1,37,Australia,AUS,48,52,-4
1998,1,37,Israel,ISR,48,46,2
1998,1,37,Cameroon,CMR,48,45,3
1998,1,41,Ecuador,ECU,47,53,-6
1998,1,42,Portugal,POR,46,49,-3
1998,1,42,Peru,PER,46,50,-4
1998,1,42,Georgia,GEO,46,45,1
1998,1,42,Côte d'Ivoire,CIV,46,47,-1
1998,1,46,Thailand,THA,45,45,0
1998,1,46,Republic of Ireland,IRL,45,46,-1
1998,1,46,Poland,POL,45,44,1
1998,1,49,China PR,CHN,44,45,-1
1998,1,49,Greece,GRE,44,44,0
1998,1,49,Costa Rica,CRC,44,43,1
1998,1,49,Kuwait,KUW,44,47,-3
1998,1,53,Turkey,TUR,43,45,-2
1998,1,53,Bolivia,BOL,43,51,-8
1998,1,53,Lithuania,LTU,43,47,-4
1998,1,53,Hungary,HUN,43,42,1
1998,1,57,Angola,ANG,42,44,-2
1998,1,57,United Arab Emirates,UAE,42,43,-1
1998,1,57,Trinidad and Tobago,TRI,42,45,-3
1998,1,57,Zaire,ZAI,42,41,1
1998,1,57,Guinea,GUI,42,43,-1
1998,1,62,Finland,FIN,41,42,-1
1998,1,62,Algeria,ALG,41,43,-2
1998,1,64,Nigeria,NGA,40,37,3
1998,1,64,Ghana,GHA,40,40,0
1998,1,66,Ukraine,UKR,39,40,-1
1998,1,66,Mali,MLI,39,40,-1
1998,1,66,Burkina Faso,BFA,39,39,0
1998,1,66,Iceland,ISL,39,37,2
1998,1,66,El Salvador,SLV,39,39,0
1998,1,71,Zimbabwe,ZIM,38,35,3
1998,1,71,Qatar,QAT,38,38,0
1998,1,73,Switzerland,SUI,37,36,1
1998,1,73,Guatemala,GUA,37,37,0
1998,1,75,Mozambique,MOZ,36,39,-3
1998,1,75,FYR Macedonia,MKD,36,38,-2
1998,1,75,Togo,TOG,36,37,-1
1998,1,78,Cyprus,CYP,35,36,-1
1998,1,78,Cuba,CUB,35,33,2
1998,1,78,Canada,CAN,35,36,-1
1998,1,81,Namibia,NAM,34,37,-3
1998,1,81,Gabon,GAB,34,36,-2
1998,1,83,Indonesia,IDN,33,33,0
1998,1,83,Uzbekistan,UZB,33,36,-3
1998,1,83,Senegal,SEN,33,36,-3
1998,1,83,Honduras,HON,33,34,-1
1998,1,87,Sierra Leone,SLE,32,33,-1
1998,1,87,Northern Ireland,NIR,32,33,-1
1998,1,89,Singapore,SGP,31,27,4
1998,1,89,Iraq,IRQ,31,34,-3
1998,1,89,Latvia,LVA,31,36,-5
1998,1,89,Kenya,KEN,31,31,0
1998,1,93,Slovenia,SVN,30,31,-1
1998,1,93,Bosnia and Herzegovina,BIH,30,28,2
1998,1,95,Vietnam,VIE,29,29,0
1998,1,95,Malaysia,MAS,29,29,0
1998,1,95,Albania,ALB,29,29,0
1998,1,95,Oman,OMA,29,34,-5
1998,1,99,Lebanon,LBN,28,30,-2
1998,1,99,Malawi,MWI,28,30,-2
1998,1,99,Wales,WAL,28,28,0
1998,1,99,Belarus,BLR,28,24,4
1998,1,99,Myanmar,MYA,28,23,5
1998,1,104,Liberia,LBR,27,29,-2
1998,1,104,Tanzania,TAN,27,31,-4
1998,1,104,Syria,SYR,27,31,-4
1998,1,107,Estonia,EST,26,28,-2
1998,1,107,Grenada,GRN,26,27,-1
1998,1,109,Azerbaijan,AZE,25,21,4
1998,1,109,Armenia,ARM,25,25,0
1998,1,109,Kazakhstan,KAZ,25,26,-1
1998,1,109,Haiti,HAI,25,25,0
1998,1,109,Barbados,BRB,25,26,-1
1998,1,114,India,IND,24,24,0
1998,1,115,Sudan,SDN,23,24,-1
1998,1,115,Congo,CGO,23,25,-2
1998,1,117,Gambia,GAM,22,22,0
1998,1,117,Uganda,UGA,22,24,-2
1998,1,119,Faroe Islands,FRO,21,22,-1
1998,1,119,Venezuela,VEN,21,24,-3
1998,1,121,Jordan,JOR,20,20,0
1998,1,121,Tajikistan,TJK,20,22,-2
1998,1,123,Panama,PAN,19,20,-1
1998,1,123,Malta,MLT,19,20,-1
1998,1,123,St. Vincent and the Grenadines,VIN,19,20,-1
1998,1,123,Sri Lanka,SRI,19,19,0
1998,1,123,Mauritania,MTN,19,19,0
1998,1,128,St. Kitts and Nevis,SKN,18,21,-3
1998,1,128,Dominica,DMA,18,18,0
1998,1,130,New Zealand,NZL,17,23,-6
1998,1,130,Ethiopia,ETH,17,17,0
1998,1,132,Bahrain,BHR,16,17,-1
1998,1,132,St. Lucia,LCA,16,17,-1
1998,1,132,Moldova,MDA,16,16,0
1998,1,132,Benin,BEN,16,17,-1
1998,1,132,Lesotho,LES,16,16,0
1998,1,132,Laos,LAO,16,14,2
1998,1,132,Hong Kong,HKG,16,16,0
1998,1,139,Solomon Islands,SOL,15,16,-1
1998,1,140,Dominican Republic,DOM,14,15,-1
1998,1,140,Yemen,YEM,14,16,-2
1998,1,140,Luxembourg,LUX,14,14,0
1998,1,143,Turkmenistan,TKM,13,16,-3
1998,1,143,Antigua and Barbuda,ATG,13,14,-1
1998,1,143,Eswatini,SWZ,13,13,0
1998,1,143,Kyrgyz Republic,KGZ,13,15,-2
1998,1,143,Suriname,SUR,13,13,0
1998,1,148,Libya,LBY,12,12,0
1998,1,148,Bangladesh,BAN,12,12,0
1998,1,150,Cayman Islands,CAY,10,6,4
1998,1,150,Guinea-Bissau,GNB,10,11,-1
1998,1,150,Guyana,GUY,10,11,-1
1998,1,153,Pakistan,PAK,9,9,0
1998,1,153,Niger,NIG,9,10,-1
1998,1,153,Cambodia,CAM,9,8,1
1998,1,153,Mauritius,MRI,9,9,0
1998,1,153,Botswana,BOT,9,10,-1
1998,1,153,Fiji,FIJ,9,11,-2
1998,1,159,Burundi,BDI,8,8,0
1998,1,159,Maldives,MDV,8,8,0
1998,1,161,Chinese Taipei,TPE,7,7,0
1998,1,161,Liechtenstein,LIE,7,7,0
1998,1,161,Cape Verde Islands,CPV,7,7,0
1998,1,161,Macau,MAC,7,7,0
1998,1,165,Nepal,NEP,6,7,-1
1998,1,165,Philippines,PHI,6,4,2
1998,1,165,Madagascar,MAD,6,6,0
1998,1,168,Tahiti,TAH,5,7,-2
1998,1,168,Papua New Guinea,PNG,5,6,-1
1998,1,168,Korea DPR,PRK,5,5,0
1998,1,168,Rwanda,RWA,5,5,0
1998,1,168,Aruba,ARU,5,5,0
1998,1,168,Puerto Rico,PUR,5,5,0
1998,1,174,Tonga,TGA,4,4,0
1998,1,174,Brunei Darussalam,BRU,4,3,1
1998,1,176,San Marino,SMR,3,4,-1
1998,1,176,Bermuda,BER,3,2,1
1998,1,176,Belize,BLZ,3,3,0
1998,1,179,British Virgin Islands,VGB,2,2,0
1998,1,179,Seychelles,SEY,2,2,0
1998,1,179,Andorra,AND,2,2,0
1998,1,179,Chad,CHA,2,2,0
1998,1,179,Samoa,SAM,2,2,0
1998,1,179,Nicaragua,NCA,2,2,0
1998,1,185,Vanuatu,VAN,1,1,0
1998,1,185,Somalia,SOM,1,1,0
1998,1,185,Central African Republic,CTA,1,1,0
1998,1,188,Djibouti,DJI,0,0,0
1998,1,188,Anguilla,AIA,0,0,0
1998,1,188,Cook Islands,COK,0,0,0
1998,1,188,Guam,GUM,0,0,0
1997,2,2,Germany,GER,65,65,0
1997,2,2,Czech Republic,CZE,65,62,3
1997,2,4,England,ENG,61,61,0
1997,2,4,Mexico,MEX,61,60,1
1997,2,6,France,FRA,60,60,0
1997,2,6,Romania,ROU,60,62,-2
1997,2,6,Denmark,DEN,60,60,0
1997,2,6,Italy,ITA,60,60,0
1997,2,10,Colombia,COL,59,60,-1
1997,2,10,Spain,ESP,59,63,-4
1997,2,12,Russia,RUS,58,58,0
1997,2,12,Norway,NOR,58,58,0
1997,2,12,Japan,JPN,58,58,0
1997,2,12,Morocco,MAR,58,58,0
1997,2,12,Chile,CHI,58,58,0
1997,2,12,Argentina,ARG,58,57,1
1997,2,18,Sweden,SWE,57,58,-1
1997,2,18,Croatia,CRO,57,56,1
1997,2,18,Yugoslavia,YUG,57,56,1
1997,2,18,Zambia,ZAM,57,56,1
1997,2,22,Netherlands,NED,56,59,-3
1997,2,22,Tunisia,TUN,56,56,0
1997,2,24,Bolivia,BOL,55,55,0
1997,2,24,Austria,AUT,55,55,0
1997,2,26,USA,USA,54,54,0
1997,2,26,Korea Republic,KOR,54,53,1
1997,2,26,Ecuador,ECU,54,54,0
1997,2,26,Paraguay,PAR,54,54,0
1997,2,30,Portugal,POR,53,54,-1
1997,2,30,South Africa,RSA,53,53,0
1997,2,30,Egypt,EGY,53,51,2
1997,2,30,Saudi Arabia,KSA,53,53,0
1997,2,30,Slovakia,SVK,53,53,0
1997,2,30,Australia,AUS,53,53,0
1997,2,36,Bulgaria,BUL,52,55,-3
1997,2,36,Scotland,SCO,52,52,0
1997,2,36,Peru,PER,52,51,1
1997,2,36,Jamaica,JAM,52,51,1
1997,2,40,Uruguay,URU,51,49,2
1997,2,41,Belgium,BEL,50,50,0
1997,2,41,Greece,GRE,50,50,0
1997,2,43,Turkey,TUR,49,50,-1
1997,2,44,Kuwait,KUW,48,47,1
1997,2,45,Lithuania,LTU,47,47,0
1997,2,45,IR Iran,IRN,47,46,1
1997,2,45,Republic of Ireland,IRL,47,47,0
1997,2,48,Poland,POL,46,46,0
1997,2,48,Ukraine,UKR,46,46,0
1997,2,48,United Arab Emirates,UAE,46,44,2
1997,2,48,Costa Rica,CRC,46,45,1
1997,2,48,Côte d'Ivoire,CIV,46,46,0
1997,2,53,Cameroon,CMR,45,46,-1
1997,2,53,Thailand,THA,45,44,1
1997,2,53,China PR,CHN,45,44,1
1997,2,53,Trinidad and Tobago,TRI,45,44,1
1997,2,53,Ghana,GHA,45,45,0
1997,2,53,Angola,ANG,45,45,0
1997,2,59,Algeria,ALG,44,45,-1
1997,2,60,Finland,FIN,42,43,-1
1997,2,60,Israel,ISR,42,44,-2
1997,2,62,Switzerland,SUI,41,42,-1
1997,2,63,Gabon,GAB,40,41,-1
1997,2,63,El Salvador,SLV,40,40,0
1997,2,63,Guinea,GUI,40,40,0
1997,2,63,Canada,CAN,40,41,-1
1997,2,63,Mozambique,MOZ,40,40,0
1997,2,68,Iraq,IRQ,39,38,1
1997,2,68,Georgia,GEO,39,39,0
1997,2,68,Qatar,QAT,39,39,0
1997,2,68,Nigeria,NGA,39,39,0
1997,2,68,Iceland,ISL,39,38,1
1997,2,73,Honduras,HON,38,41,-3
1997,2,73,Zimbabwe,ZIM,38,39,-1
1997,2,73,Latvia,LVA,38,38,0
1997,2,73,Zaire,ZAI,38,38,0
1997,2,77,Hungary,HUN,37,37,0
1997,2,77,Togo,TOG,37,38,-1
1997,2,77,Uzbekistan,UZB,37,36,1
1997,2,77,Mali,MLI,37,35,2
1997,2,81,Oman,OMA,36,36,0
1997,2,81,Cyprus,CYP,36,36,0
1997,2,81,Guatemala,GUA,36,35,1
1997,2,81,Sierra Leone,SLE,36,37,-1
1997,2,81,Senegal,SEN,36,36,0
1997,2,86,Namibia,NAM,35,35,0
1997,2,86,Malaysia,MAS,35,35,0
1997,2,88,Cuba,CUB,34,34,0
1997,2,88,Kenya,KEN,34,33,1
1997,2,88,Lebanon,LBN,34,34,0
1997,2,88,Indonesia,IDN,34,33,1
1997,2,88,FYR Macedonia,MKD,34,35,-1
1997,2,88,Northern Ireland,NIR,34,36,-2
1997,2,94,Liberia,LBR,33,33,0
1997,2,94,Slovenia,SVN,33,33,0
1997,2,94,Tanzania,TAN,33,33,0
1997,2,94,Malawi,MWI,33,33,0
1997,2,98,Syria,SYR,32,31,1
1997,2,99,Bosnia and Herzegovina,BIH,31,30,1
1997,2,99,Estonia,EST,31,29,2
1997,2,101,Congo,CGO,30,30,0
1997,2,101,Wales,WAL,30,31,-1
1997,2,103,Singapore,SGP,29,29,0
1997,2,104,Vietnam,VIE,28,28,0
1997,2,104,Armenia,ARM,28,28,0
1997,2,104,Burkina Faso,BFA,28,28,0
1997,2,107,Kazakhstan,KAZ,27,27,0
1997,2,107,Sudan,SDN,27,29,-2
1997,2,107,Uganda,UGA,27,31,-4
1997,2,107,Belarus,BLR,27,27,0
1997,2,111,Grenada,GRN,26,26,0
1997,2,111,India,IND,26,26,0
1997,2,111,Barbados,BRB,26,26,0
1997,2,111,Myanmar,MYA,26,26,0
1997,2,111,Venezuela,VEN,26,25,1
1997,2,116,Albania,ALB,24,25,-1
1997,2,116,Faroe Islands,FRO,24,24,0
1997,2,116,Tajikistan,TJK,24,24,0
1997,2,116,Panama,PAN,24,25,-1
1997,2,120,New Zealand,NZL,22,22,0
1997,2,120,Bahrain,BHR,22,22,0
1997,2,120,St. Vincent and the Grenadines,VIN,22,22,0
1997,2,123,Azerbaijan,AZE,21,21,0
1997,2,123,Jordan,JOR,21,21,0
1997,2,125,Haiti,HAI,20,20,0
1997,2,125,Ethiopia,ETH,20,20,0
1997,2,127,St. Kitts and Nevis,SKN,19,19,0
1997,2,127,Yemen,YEM,19,19,0
1997,2,127,Hong Kong,HKG,19,19,0
1997,2,130,Solomon Islands,SOL,18,18,0
1997,2,130,Moldova,MDA,18,18,0
1997,2,130,Gambia,GAM,18,14,4
1997,2,130,Malta,MLT,18,18,0
1997,2,130,Turkmenistan,TKM,18,18,0
1997,2,135,Mauritania,MTN,17,18,-1
1997,2,135,Sri Lanka,SRI,17,17,0
1997,2,137,Benin,BEN,16,18,-2
1997,2,137,Luxembourg,LUX,16,17,-1
1997,2,137,Dominica,DMA,16,16,0
1997,2,137,Kyrgyz Republic,KGZ,16,16,0
1997,2,141,Bangladesh,BAN,15,16,-1
1997,2,141,St. Lucia,LCA,15,15,0
1997,2,143,Laos,LAO,14,14,0
1997,2,144,Dominican Republic,DOM,13,13,0
1997,2,145,Suriname,SUR,12,12,0
1997,2,145,Fiji,FIJ,12,13,-1
1997,2,145,Libya,LBY,12,13,-1
1997,2,145,Guinea-Bissau,GNB,12,12,0
1997,2,149,Lesotho,LES,11,11,0
1997,2,149,Niger,NIG,11,11,0
1997,2,149,Mauritius,MRI,11,11,0
1997,2,152,Burundi,BDI,10,10,0
1997,2,152,Pakistan,PAK,10,10,0
1997,2,154,Chinese Taipei,TPE,9,9,0
1997,2,154,Nepal,NEP,9,9,0
1997,2,156,Macau,MAC,8,8,0
1997,2,156,Liechtenstein,LIE,8,8,0
1997,2,156,Antigua and Barbuda,ATG,8,8,0
1997,2,156,Maldives,MDV,8,8,0
1997,2,156,Tahiti,TAH,8,8,0
1997,2,156,Botswana,BOT,8,8,0
1997,2,156,Madagascar,MAD,8,8,0
1997,2,163,Cayman Islands,CAY,7,7,0
1997,2,163,Eswatini,SWZ,7,5,2
1997,2,163,Korea DPR,PRK,7,7,0
1997,2,166,Papua New Guinea,PNG,6,6,0
1997,2,166,Guyana,GUY,6,6,0
1997,2,166,Puerto Rico,PUR,6,6,0
1997,2,166,Cambodia,CAM,6,6,0
1997,2,166,Cape Verde Islands,CPV,6,6,0
1997,2,171,Rwanda,RWA,5,5,0
1997,2,171,San Marino,SMR,5,5,0
1997,2,171,Tonga,TGA,5,5,0
1997,2,171,Philippines,PHI,5,4,1
1997,2,171,Bermuda,BER,5,5,0
1997,2,176,Aruba,ARU,4,4,0
1997,2,177,Brunei Darussalam,BRU,3,3,0
1997,2,177,Belize,BLZ,3,3,0
1997,2,177,British Virgin Islands,VGB,3,3,0
1997,2,177,Seychelles,SEY,3,3,0
1997,2,181,Nicaragua,NCA,2,2,0
1997,2,181,Samoa,SAM,2,2,0
1997,2,181,Chad,CHA,2,2,0
1997,2,181,Andorra,AND,2,2,0
1997,2,181,Vanuatu,VAN,2,2,0
1997,2,186,Somalia,SOM,1,2,-1
1997,2,186,Central African Republic,CTA,1,1,0
1997,2,188,Djibouti,DJI,0,0,0
1997,2,188,Anguilla,AIA,0,0,0
1997,2,188,Guam,GUM,0,0,0
1997,2,188,Cook Islands,COK,0,0,0
1997,1,1,Brazil,BRA,72,66,6
1997,1,2,Spain,ESP,63,63,0
1997,1,3,Denmark,DEN,62,62,0
1997,1,4,Romania,ROU,61,60,1
1997,1,4,Germany,GER,61,64,-3
1997,1,4,Netherlands,NED,61,59,2
1997,1,4,Russia,RUS,61,60,1
1997,1,8,England,ENG,60,60,0
1997,1,8,Italy,ITA,60,60,0
1997,1,10,Mexico,MEX,59,59,0
1997,1,10,France,FRA,59,60,-1
1997,1,12,Colombia,COL,58,58,0
1997,1,13,Argentina,ARG,57,56,1
1997,1,13,Czech Republic,CZE,57,59,-2
1997,1,13,Morocco,MAR,57,56,1
1997,1,16,Norway,NOR,56,56,0
1997,1,16,Japan,JPN,56,55,1
1997,1,18,Bolivia,BOL,55,50,5
1997,1,18,Zambia,ZAM,55,54,1
1997,1,20,Bulgaria,BUL,54,53,1
1997,1,20,Slovakia,SVK,54,54,0
1997,1,22,South Africa,RSA,53,54,-1
1997,1,22,Paraguay,PAR,53,53,0
1997,1,22,Scotland,SCO,53,54,-1
1997,1,25,Sweden,SWE,52,53,-1
1997,1,25,USA,USA,52,52,0
1997,1,25,Chile,CHI,52,52,0
1997,1,25,Tunisia,TUN,52,51,1
1997,1,25,Portugal,POR,52,54,-2
1997,1,30,Ecuador,ECU,51,48,3
1997,1,30,Australia,AUS,51,50,1
1997,1,30,Croatia,CRO,51,51,0
1997,1,33,Saudi Arabia,KSA,50,50,0
1997,1,33,Korea Republic,KOR,50,50,0
1997,1,33,Peru,PER,50,47,3
1997,1,36,Belgium,BEL,49,50,-1
1997,1,36,Yugoslavia,YUG,49,49,0
1997,1,38,Egypt,EGY,48,47,1
1997,1,39,Jamaica,JAM,47,48,-1
1997,1,39,Greece,GRE,47,47,0
1997,1,39,Austria,AUT,47,47,0
1997,1,42,Ghana,GHA,46,48,-2
1997,1,42,Turkey,TUR,46,46,0
1997,1,42,Uruguay,URU,46,44,2
1997,1,45,Côte d'Ivoire,CIV,45,44,1
1997,1,45,Cameroon,CMR,45,46,-1
1997,1,45,Canada,CAN,45,45,0
1997,1,45,Honduras,HON,45,45,0
1997,1,45,Ukraine,UKR,45,45,0
1997,1,45,Israel,ISR,45,45,0
1997,1,45,Poland,POL,45,43,2
1997,1,45,Kuwait,KUW,45,43,2
1997,1,53,Republic of Ireland,IRL,44,47,-3
1997,1,53,Costa Rica,CRC,44,44,0
